Report_ID,Report.Status,Publication.Date,Injury.Severity,Broad.phase.of.flight,Weather.Condition,Location,Investigation.Type
8980,Probable Cause,8/16/1998,Fatal(1),Maneuvering,VMC,"REHOBETH, MA",Accident
8981,Probable Cause,8/17/1998,Non-Fatal,Cruise,VMC,"BALLWIN, MO",Accident
8982,Probable Cause,8/18/1998,Fatal(1),Maneuvering,VMC,"HOLLYWOOD, FL",Accident
8983,Probable Cause,8/19/1998,Fatal(1),Maneuvering,VMC,"CONCORD, CA",Accident
8984,Probable Cause,8/20/1998,Non-Fatal,Landing,VMC,"MARVELL, AR",Accident
8985,Probable Cause,8/21/1998,Non-Fatal,Maneuvering,VMC,"CATALINA, AZ",Accident
8986,Probable Cause,8/22/1998,Non-Fatal,Cruise,VMC,"VACAVILLE, CA",Accident
8987,Probable Cause,8/23/1998,Non-Fatal,Approach,VMC,"MARSHALL, TX",Accident
8988,Probable Cause,8/24/1998,Non-Fatal,Maneuvering,VMC,"EUFAULA, OK",Accident
8989,Probable Cause,8/25/1998,Fatal(1),Maneuvering,VMC,"BROOKSHIRE, TX",Accident
8990,Probable Cause,8/26/1998,Non-Fatal,Approach,VMC,"COLUMBIA, IL",Accident
8991,Probable Cause,8/27/1998,Non-Fatal,Maneuvering,VMC,"ALMONT, MI",Accident
8992,Probable Cause,8/28/1998,Non-Fatal,Maneuvering,VMC,"SOUTHGATE, MI",Accident
8993,Probable Cause,8/29/1998,Non-Fatal,Landing,VMC,"NAKNEK, AK",Accident
8994,Probable Cause,8/30/1998,Non-Fatal,Landing,VMC,"WINLOCK, WA",Accident
8995,Probable Cause,8/31/1998,Non-Fatal,Standing,VMC,"MANAHAWKIN, NJ",Accident
8996,Probable Cause,9/1/1998,Non-Fatal,Takeoff,VMC,"SAN MIGUEL, CA",Accident
8997,Probable Cause,9/2/1998,Fatal(1),Takeoff,VMC,"RICHEY, MT",Accident
8998,Probable Cause,9/3/1998,Non-Fatal,Approach,VMC,"CARBONDALE, CO",Accident
8999,Probable Cause,9/4/1998,Fatal(2),Cruise,VMC,"NEWMARKET, NH",Accident
9000,Probable Cause,9/5/1998,Non-Fatal,Landing,VMC,"FORRESTPORT, NY",Accident
9001,Probable Cause,9/6/1998,Non-Fatal,Landing,VMC,"THOMASTON, CT",Accident
9002,Probable Cause,9/7/1998,Fatal(6),Approach,VMC,"WOODLAND HILLS, CA",Accident
9003,Probable Cause,9/8/1998,Non-Fatal,Maneuvering,VMC,"OROVILLE, CA",Accident
9004,Probable Cause,9/9/1998,Non-Fatal,Landing,VMC,"SCOTTSDALE, AZ",Accident
9005,Probable Cause,9/10/1998,Non-Fatal,Landing,VMC,"LAKE CHARLES, LA",Accident
9006,Probable Cause,9/11/1998,Non-Fatal,Descent,VMC,"NORTH LIBERTY, IN",Accident
9007,Probable Cause,9/12/1998,Non-Fatal,Taxi,VMC,"ORCUTT, CA",Accident
9008,Probable Cause,9/13/1998,Non-Fatal,Approach,VMC,"ELKO, NV",Accident
9009,Probable Cause,9/14/1998,Non-Fatal,Landing,VMC,"NEWCOMB, NY",Accident
9010,Probable Cause,9/15/1998,Non-Fatal,Approach,VMC,"GRAND ISLAND, NE",Accident
9011,Probable Cause,9/16/1998,Non-Fatal,Approach,VMC,"KIMBALL, NE",Accident
9012,Probable Cause,9/17/1998,Non-Fatal,Landing,VMC,"TRACY, CA",Accident
9013,Probable Cause,9/18/1998,Fatal(4),Takeoff,VMC,"MARIETTA, GA",Incident
9014,Probable Cause,9/19/1998,Non-Fatal,Takeoff,VMC,"MARIETTA, GA",Incident
9015,Probable Cause,9/20/1998,Fatal(1),Maneuvering,VMC,"CHICAGO, IL",Incident
9016,Probable Cause,9/21/1998,Non-Fatal,Cruise,VMC,"REDMOND, OR",Accident
9017,Probable Cause,9/22/1998,Fatal(2),Maneuvering,VMC,"CHADRON, NE",Accident
9018,Probable Cause,9/23/1998,Non-Fatal,Cruise,VMC,"DAISETTA, TX",Accident
9019,Probable Cause,9/24/1998,Non-Fatal,Cruise,VMC,"ALPENA, MI",Accident
9020,Probable Cause,9/25/1998,Non-Fatal,Cruise,VMC,"MADISON, IN",Accident
9021,Probable Cause,9/26/1998,Non-Fatal,Cruise,VMC,"COLUMBIA, MO",Incident
9022,Probable Cause,9/27/1998,Non-Fatal,Maneuvering,VMC,"HONOLULU, HI",Accident
9023,Probable Cause,9/28/1998,Non-Fatal,Takeoff,VMC,"ROCK HILL, SC",Accident
9024,Probable Cause,9/29/1998,Non-Fatal,Landing,VMC,"EUGENE, OR",Accident
9025,Probable Cause,9/30/1998,Non-Fatal,Takeoff,VMC,"ROE, AR",Accident
9026,Probable Cause,10/1/1998,Non-Fatal,Maneuvering,VMC,"FOLSOM, CA",Accident
9027,Probable Cause,10/2/1998,Fatal(1),Approach,VMC,"W BOUNTIFUL, UT",Accident
9028,Probable Cause,10/3/1998,Fatal(2),Cruise,UNK,"KING SALMON, AK",Accident
9029,Probable Cause,10/4/1998,Non-Fatal,Takeoff,VMC,"CANTWELL, AK",Accident
9030,Probable Cause,10/5/1998,Fatal(1),Maneuvering,VMC,"FAYETTEVILLE, WV",Accident
9031,Probable Cause,10/6/1998,Non-Fatal,Landing,VMC,"FAIRBANKS, AK",Accident
9032,Probable Cause,10/7/1998,Incident,Cruise,VMC,"HESPER, IA",Accident
9033,Probable Cause,10/8/1998,Incident,Cruise,VMC,"WEST PLAINS, MO",Accident
9034,Probable Cause,10/9/1998,Incident,Takeoff,VMC,"MESA, AZ",Accident
9035,Probable Cause,10/10/1998,Non-Fatal,Maneuvering,VMC,"STANFORD, AR",Accident
9036,Probable Cause,10/11/1998,Non-Fatal,Maneuvering,VMC,"HUNTINGTON BCH, CA",Accident
9037,Probable Cause,10/12/1998,Non-Fatal,Landing,VMC,"LONGMONT, CO",Accident
9038,Probable Cause,10/13/1998,Non-Fatal,Landing,VMC,"SUMTER, SC",Accident
9039,Probable Cause,10/14/1998,Non-Fatal,Takeoff,VMC,OCEAN CAY,Accident
9040,Probable Cause,10/15/1998,Incident,Approach,VMC,"NANTUCKET, MA",Accident
9041,Probable Cause,10/16/1998,Non-Fatal,Takeoff,VMC,"POLLARD, AR",Accident
9042,Probable Cause,10/17/1998,Non-Fatal,Descent,IMC,"WORLEY, ID",Accident
9043,Probable Cause,10/18/1998,Non-Fatal,Approach,VMC,"EL PASO, TX",Accident
9044,Probable Cause,10/19/1998,Non-Fatal,Maneuvering,VMC,"MUNISING, MI",Accident
9045,Probable Cause,10/20/1998,Non-Fatal,Maneuvering,VMC,"CRENSHAW, MS",Accident
9046,Probable Cause,10/21/1998,Non-Fatal,Takeoff,VMC,"NO.MYRTLE BEACH, SC",Accident
9047,Probable Cause,10/22/1998,Non-Fatal,Landing,VMC,"COLD FOOT, AK",Accident
9048,Probable Cause,10/23/1998,Fatal(1),Cruise,IMC,"BONIFAY, FL",Accident
9049,Probable Cause,10/24/1998,Non-Fatal,Takeoff,VMC,"KINDER, LA",Accident
9050,Probable Cause,10/25/1998,Non-Fatal,Takeoff,VMC,"BIRCHWOOD, WI",Accident
9051,Probable Cause,10/26/1998,Non-Fatal,Maneuvering,VMC,"TAMS, WV",Accident
9052,Probable Cause,10/27/1998,Fatal(1),Approach,VMC,"GREENWOOD, MS",Accident
9053,Probable Cause,10/28/1998,Fatal(2),Climb,VMC,"CRESWELL, OR",Accident
9054,Probable Cause,10/29/1998,Non-Fatal,Maneuvering,VMC,"RENO, NV",Accident
9055,Probable Cause,10/30/1998,Non-Fatal,Landing,VMC,"WALDENBERG, AR",Accident
9056,Probable Cause,10/31/1998,Non-Fatal,Takeoff,VMC,"STEELE, MO",Accident
9057,Probable Cause,11/1/1998,Non-Fatal,Landing,VMC,"ST.SIMONS IS., GA",Accident
9058,Probable Cause,11/2/1998,Non-Fatal,Cruise,VMC,"WIKIEUP, AZ",Accident
9059,Probable Cause,11/3/1998,Fatal(2),Unknown,VMC,"MCALLEN, TX",Accident
9060,Probable Cause,11/4/1998,Non-Fatal,Maneuvering,VMC,"RICHEY, MT",Accident
9061,Probable Cause,11/5/1998,Non-Fatal,Takeoff,VMC,"MEETEETSE, WY",Accident
9062,Probable Cause,11/6/1998,Non-Fatal,Maneuvering,VMC,"GLENDO, WY",Accident
9063,Probable Cause,11/7/1998,Non-Fatal,Landing,VMC,"ENTERPRISE, AL",Accident
9064,Probable Cause,11/8/1998,Non-Fatal,Takeoff,VMC,"JOHN'S ISLAND, SC",Accident
9065,Probable Cause,11/9/1998,Non-Fatal,Landing,VMC,"HENDERSON, NV",Accident
9066,Probable Cause,11/10/1998,Non-Fatal,Takeoff,VMC,"BINGHAM, ME",Accident
9067,Probable Cause,11/11/1998,Non-Fatal,Maneuvering,VMC,"NASHVILLE, AR",Accident
9068,Probable Cause,11/12/1998,Non-Fatal,Takeoff,VMC,"GOLETA, CA",Accident
9069,Probable Cause,11/13/1998,Fatal(3),Cruise,VMC,"BRYAN, TX",Accident
9070,Probable Cause,11/14/1998,Non-Fatal,Takeoff,VMC,"EL PASO, TX",Accident
9071,Probable Cause,11/15/1998,Fatal(1),Maneuvering,VMC,"SELBYVILLE, DE",Accident
9072,Probable Cause,11/16/1998,Non-Fatal,Approach,VMC,"OUZINKIE, AK",Accident
9073,Probable Cause,11/17/1998,Non-Fatal,Landing,VMC,"SEBOOMOOK LAKE, ME",Accident
9074,Probable Cause,11/18/1998,Non-Fatal,Takeoff,VMC,"BEVERLY, MA",Accident
9075,Probable Cause,11/19/1998,Non-Fatal,Climb,VMC,"TROY, KS",Accident
9076,Probable Cause,11/20/1998,Non-Fatal,Approach,VMC,"KEARNEY, NE",Accident
9077,Probable Cause,11/21/1998,Non-Fatal,Cruise,VMC,"ELK GROVE, CA",Accident
9078,Probable Cause,11/22/1998,Non-Fatal,Takeoff,VMC,"GORMAN, CA",Accident
9079,Probable Cause,11/23/1998,Non-Fatal,Landing,VMC,"DURANGO, CO",Accident
9080,Probable Cause,11/24/1998,Non-Fatal,Cruise,VMC,"SALT LAKE CITY, UT",Accident
9081,Probable Cause,11/25/1998,Non-Fatal,Cruise,VMC,"MARION, NC",Accident
9082,Probable Cause,11/26/1998,Non-Fatal,Approach,VMC,"GAINESBORO, TN",Accident
9083,Probable Cause,11/27/1998,Non-Fatal,Takeoff,VMC,"GEORGETOWN, MS",Accident
9084,Probable Cause,11/28/1998,Fatal(2),Takeoff,VMC,"TAU, AMERICAN SAMOA",Accident
9085,Probable Cause,11/29/1998,Non-Fatal,Takeoff,VMC,HIGH ISLAND BLK298,Accident
9086,Probable Cause,11/30/1998,Fatal(1),Maneuvering,VMC,"OAKLAND, IA",Accident
9087,Probable Cause,12/1/1998,Fatal(3),Cruise,VMC,"ZOLFO SPRINGS, FL",Accident
9088,Probable Cause,12/2/1998,Non-Fatal,Maneuvering,VMC,"REDFIELD, SD",Accident
9089,Probable Cause,12/3/1998,Non-Fatal,Maneuvering,VMC,"BLAINE, WA",Accident
9090,Probable Cause,12/4/1998,Fatal(2),Unknown,IMC,"E. HANOVER, NJ",Accident
9091,Probable Cause,12/5/1998,Fatal(4),Cruise,IMC,"SANDY LAKE, PA",Accident
9092,Probable Cause,12/6/1998,Non-Fatal,Approach,VMC,"PANAMA CITY, FL",Accident
9093,Probable Cause,12/7/1998,Non-Fatal,Cruise,VMC,"SALIDA, CA",Accident
9094,Probable Cause,12/8/1998,Non-Fatal,Takeoff,VMC,"SCOTTSDALE, AZ",Accident
9095,Probable Cause,12/9/1998,Non-Fatal,Cruise,VMC,"WILLIAMS, AZ",Accident
9096,Probable Cause,12/10/1998,Non-Fatal,Landing,VMC,"FRIENDSWOOD, TX",Accident
9097,Probable Cause,12/11/1998,Non-Fatal,Takeoff,VMC,"ERIE, CO",Accident
9098,Probable Cause,12/12/1998,Non-Fatal,Maneuvering,VMC,"STRATFORD, SD",Accident
9099,Probable Cause,12/13/1998,Non-Fatal,Cruise,VMC,"HUNTLEY, IL",Accident
9100,Probable Cause,12/14/1998,Non-Fatal,Maneuvering,VMC,"HUNTLEY, IL",Accident
9101,Probable Cause,12/15/1998,Non-Fatal,Maneuvering,VMC,"NEWARK, OH",Accident
9102,Probable Cause,12/16/1998,Non-Fatal,Maneuvering,VMC,"HARRISON, MI",Accident
9103,Probable Cause,12/17/1998,Fatal(1),Approach,VMC,"MORRISON, TN",Accident
9104,Probable Cause,12/18/1998,Non-Fatal,Landing,VMC,"HARLAN, KY",Accident
9105,Probable Cause,12/19/1998,Non-Fatal,Maneuvering,VMC,"NEELYVILLE, MO",Accident
9106,Probable Cause,12/20/1998,Fatal(5),Cruise,UNK,"BERTRAND, NE",Accident
9107,Probable Cause,12/21/1998,Non-Fatal,Maneuvering,VMC,"REDMOND, OR",Accident
9108,Probable Cause,12/22/1998,Non-Fatal,Approach,VMC,"YORK, PA",Accident
9109,Probable Cause,12/23/1998,Non-Fatal,Climb,VMC,"BLOOMSBURG, PA",Accident
9110,Probable Cause,12/24/1998,Non-Fatal,Landing,VMC,"BERTRAND, NE",Accident
9111,Probable Cause,12/25/1998,Non-Fatal,Approach,VMC,"PACOIMA, CA",Accident
9112,Probable Cause,12/26/1998,Non-Fatal,Cruise,VMC,"COLLEGE STATION, TX",Accident
9113,Probable Cause,12/27/1998,Non-Fatal,Takeoff,VMC,"HANNIBAL, MO",Accident
9114,Probable Cause,12/28/1998,Non-Fatal,Landing,VMC,"KEY WEST, FL",Accident
9115,Probable Cause,12/29/1998,Non-Fatal,Landing,VMC,"DALLAS, TX",Accident
9116,Probable Cause,12/30/1998,Non-Fatal,Takeoff,VMC,"THREE LAKES, WI",Accident
9117,Probable Cause,12/31/1998,Non-Fatal,Takeoff,VMC,"LITTLE FALLS, MN",Accident
9118,Probable Cause,1/1/1999,Non-Fatal,Landing,VMC,"MANSFIELD, MA",Accident
9119,Probable Cause,1/2/1999,Non-Fatal,Landing,VMC,"MANSFIELD, MA",Accident
9120,Probable Cause,1/3/1999,Non-Fatal,Cruise,VMC,"GARDEN CITY, KS",Accident
9121,Probable Cause,1/4/1999,Non-Fatal,Landing,VMC,"HANNIBAL, MO",Accident
9122,Probable Cause,1/5/1999,Non-Fatal,Landing,VMC,"BUNNELL, FL",Accident
9123,Probable Cause,1/6/1999,Non-Fatal,Takeoff,VMC,"MIAMI, FL",Accident
9124,Probable Cause,1/7/1999,Non-Fatal,Maneuvering,VMC,"JACKSON, CA",Accident
9125,Probable Cause,1/8/1999,Fatal(1),Maneuvering,VMC,"WEBSTER, ND",Accident
9126,Probable Cause,1/9/1999,Non-Fatal,Landing,VMC,"CHAMERLAIN, SD",Accident
9127,Probable Cause,1/10/1999,Non-Fatal,Takeoff,VMC,"ANCHORAGE, AK",Accident
9128,Probable Cause,1/11/1999,Non-Fatal,Go-around,VMC,"BAINBRIDGE, GA",Accident
9129,Probable Cause,1/12/1999,Fatal(1),Maneuvering,VMC,"MINNEAPOLIS, MN",Incident
9130,Probable Cause,1/13/1999,Non-Fatal,Landing,VMC,"AUGUSTA, GA",Accident
9131,Probable Cause,1/14/1999,Non-Fatal,Landing,VMC,"ANCHORAGE, AK",Accident
9132,Probable Cause,1/15/1999,Non-Fatal,Landing,VMC,"BURLEY, ID",Accident
9133,Probable Cause,1/16/1999,Non-Fatal,Descent,VMC,"WICHITA FALLS, TX",Accident
9134,Probable Cause,1/17/1999,Fatal(2),Maneuvering,VMC,"SELZ, ND",Accident
9135,Probable Cause,1/18/1999,Fatal(1),Approach,VMC,"WESSINGTON, SD",Accident
9136,Probable Cause,1/19/1999,Fatal(4),Takeoff,VMC,"PLYMOUTH, MN",Accident
9137,Probable Cause,1/20/1999,Non-Fatal,Taxi,VMC,"LAKEVILLE, MN",Accident
9138,Probable Cause,1/21/1999,Non-Fatal,Taxi,VMC,PONCE,Accident
9139,Probable Cause,1/22/1999,Non-Fatal,Maneuvering,VMC,"KETCHIKAN, AK",Accident
9140,Probable Cause,1/23/1999,Non-Fatal,Go-around,VMC,"BUFFALO, NY",Incident
9141,Probable Cause,1/24/1999,Non-Fatal,Takeoff,VMC,"PANAMA CITY, FL",Accident
9142,Probable Cause,1/25/1999,Non-Fatal,Takeoff,VMC,"MCMINNVILLE, OR",Accident
9143,Probable Cause,1/26/1999,Non-Fatal,Landing,VMC,"CANTON, PA",Accident
9144,Probable Cause,1/27/1999,Non-Fatal,Maneuvering,VMC,"ABERNATHY, TX",Accident
9145,Probable Cause,1/28/1999,Non-Fatal,Maneuvering,VMC,"NATURITA, CO",Accident
9146,Probable Cause,1/29/1999,Non-Fatal,Landing,VMC,"WOODSFIELD, OH",Accident
9147,Probable Cause,1/30/1999,Non-Fatal,Takeoff,VMC,"CLARINDA, IA",Accident
9148,Probable Cause,1/31/1999,Incident,Climb,VMC,"YOUNTVILLE, CA",Accident
9149,Probable Cause,2/1/1999,Non-Fatal,Cruise,VMC,"GARBERVILLE, CA",Accident
9150,Probable Cause,2/2/1999,Fatal(5),Unknown,UNK,"GROVE, OK",Accident
9151,Probable Cause,2/3/1999,Non-Fatal,Cruise,VMC,"BEDIAS, TX",Accident
9152,Probable Cause,2/4/1999,Non-Fatal,Climb,VMC,"NEWFOLDEN, MN",Accident
9153,Probable Cause,2/5/1999,Non-Fatal,Cruise,VMC,"PASCO, WA",Accident
9154,Probable Cause,2/6/1999,Non-Fatal,Takeoff,VMC,"SMYRNA, DE",Accident
9155,Probable Cause,2/7/1999,Non-Fatal,Takeoff,VMC,"ESPANOLA, FL",Accident
9156,Probable Cause,2/8/1999,Non-Fatal,Landing,VMC,"LAVEEN, AZ",Accident
9157,Probable Cause,2/9/1999,Non-Fatal,Takeoff,VMC,"HOLLISTER, CA",Accident
9158,Probable Cause,2/10/1999,Fatal(2),Maneuvering,VMC,"HAVRE, MT",Accident
9159,Probable Cause,2/11/1999,Incident,Approach,VMC,"OSHKOSH, WI",Accident
9160,Probable Cause,2/12/1999,Non-Fatal,Takeoff,VMC,"TOCCOA, GA",Accident
9161,Probable Cause,2/13/1999,Non-Fatal,Approach,VMC,"ATIGUN PASS, AK",Accident
9162,Probable Cause,2/14/1999,Non-Fatal,Takeoff,VMC,"CHICKEN, AK",Accident
9163,Probable Cause,2/15/1999,Non-Fatal,Maneuvering,VMC,"HEALY, AK",Accident
9164,Probable Cause,2/16/1999,Non-Fatal,Cruise,VMC,"DELHI, CA",Accident
9165,Probable Cause,2/17/1999,Non-Fatal,Approach,VMC,"WILLOWS, CA",Accident
9166,Probable Cause,2/18/1999,Fatal(2),Takeoff,VMC,"SAN MARCOS, TX",Accident
9167,Probable Cause,2/19/1999,Non-Fatal,Landing,VMC,"DENTON, TX",Accident
9168,Probable Cause,2/20/1999,Fatal(1),Maneuvering,VMC,"LUDINGTON, MI",Accident
9169,Probable Cause,2/21/1999,Non-Fatal,Takeoff,VMC,"SANDWICH, IL",Accident
9170,Probable Cause,2/22/1999,Fatal(1),Cruise,IMC,"ARAPAHOE, NE",Accident
9171,Probable Cause,2/23/1999,Fatal(1),Maneuvering,VMC,"NAHUNTA, GA",Accident
9172,Probable Cause,2/24/1999,Non-Fatal,Maneuvering,VMC,"POINT LOMA, CA",Accident
9173,Probable Cause,2/25/1999,Non-Fatal,Landing,VMC,"FLOYDADA, TX",Accident
9174,Probable Cause,2/26/1999,Non-Fatal,Landing,VMC,"HOBBS, NM",Accident
9175,Probable Cause,2/27/1999,Non-Fatal,Approach,VMC,"PAGOSA SPRINGS, CO",Accident
9176,Probable Cause,2/28/1999,Fatal(1),Maneuvering,VMC,"SANTA FE, NM",Accident
9177,Probable Cause,3/1/1999,Non-Fatal,Cruise,VMC,"MENOMONIE, WI",Accident
9178,Probable Cause,3/2/1999,Non-Fatal,Landing,VMC,"ENTERPRISE, AL",Accident
9179,Probable Cause,3/3/1999,Non-Fatal,Approach,VMC,"SHANIN LAKE, AK",Accident
9180,Probable Cause,3/4/1999,Non-Fatal,Cruise,VMC,"TALKEETNA, AK",Accident
9181,Probable Cause,3/5/1999,Non-Fatal,Cruise,VMC,"WATERVILLE, ME",Accident
9182,Probable Cause,3/6/1999,Non-Fatal,Landing,VMC,"MEADVIEW, AZ",Accident
9183,Probable Cause,3/7/1999,Non-Fatal,Takeoff,VMC,"DENVER, CO",Incident
9184,Probable Cause,3/8/1999,Fatal(2),Maneuvering,VMC,"PARK VALLEY, UT",Accident
9185,Probable Cause,3/9/1999,Non-Fatal,Unknown,VMC,"PICKETT, WI",Accident
9186,Probable Cause,3/10/1999,Non-Fatal,Maneuvering,VMC,"SCAPPOOSE, OR",Accident
9187,Probable Cause,3/11/1999,Fatal(1),Approach,VMC,"GILEAD, ME",Accident
9188,Probable Cause,3/12/1999,Fatal(1),Takeoff,VMC,"TUCKERTON, NJ",Accident
9189,Probable Cause,3/13/1999,Non-Fatal,Maneuvering,VMC,"DES MOINES, IA",Accident
9190,Probable Cause,3/14/1999,Non-Fatal,Takeoff,VMC,"CLEBURNE, TX",Accident
9191,Probable Cause,3/15/1999,Non-Fatal,Maneuvering,VMC,"GRANTS, NM",Accident
9192,Probable Cause,3/16/1999,Non-Fatal,Cruise,VMC,"URBANA, OH",Accident
9193,Probable Cause,3/17/1999,Non-Fatal,Cruise,VMC,"JEFFERSONVILLE, OH",Accident
9194,Probable Cause,3/18/1999,Non-Fatal,Landing,VMC,"NORTH POLE, AK",Accident
9195,Probable Cause,3/19/1999,Non-Fatal,Landing,VMC,"DEL RIO, TX",Accident
9196,Probable Cause,3/20/1999,Non-Fatal,Approach,VMC,"LAKE CHARLES, LA",Accident
9197,Probable Cause,3/21/1999,Non-Fatal,Landing,VMC,"HARTSFIELD, SC",Accident
9198,Probable Cause,3/22/1999,Non-Fatal,Takeoff,VMC,"HONEYDEW, CA",Accident
9199,Probable Cause,3/23/1999,Non-Fatal,Maneuvering,VMC,"TOLEDO, OH",Accident
9200,Probable Cause,3/24/1999,Non-Fatal,Takeoff,VMC,"KLAMATH FALLS, OR",Accident
9201,Probable Cause,3/25/1999,Fatal(3),Unknown,VMC,"PALOUSE, WA",Accident
9202,Probable Cause,3/26/1999,Incident,Takeoff,VMC,"BALLY, PA",Accident
9203,Probable Cause,3/27/1999,Fatal(4),Cruise,IMC,"DRISCOLL, TX",Accident
9204,Probable Cause,3/28/1999,Non-Fatal,Maneuvering,VMC,"SMITHFIELD, VA",Accident
9205,Probable Cause,3/29/1999,Non-Fatal,Landing,VMC,"THEODORE CREEK, AK",Accident
9206,Probable Cause,3/30/1999,Non-Fatal,Maneuvering,VMC,"LENNOX, NY",Accident
9207,Probable Cause,3/31/1999,Non-Fatal,Maneuvering,VMC,"FORT LUPTON, CO",Accident
9208,Probable Cause,4/1/1999,Non-Fatal,Cruise,VMC,"HESSEL, MI",Accident
9209,Probable Cause,4/2/1999,Non-Fatal,Landing,VMC,"KOTZEBUE, AK",Accident
9210,Probable Cause,4/3/1999,Non-Fatal,Cruise,VMC,"HYANNIS, NE",Accident
9211,Probable Cause,4/4/1999,Non-Fatal,Approach,VMC,"WINTERHAVEN, CA",Accident
9212,Probable Cause,4/5/1999,Non-Fatal,Takeoff,VMC,"MARICOPA, AZ",Accident
9213,Probable Cause,4/6/1999,Non-Fatal,Landing,VMC,"FORT WORTH, TX",Accident
9214,Probable Cause,4/7/1999,Fatal(1),Cruise,VMC,"BOUNTIFUL, UT",Accident
9215,Probable Cause,4/8/1999,Fatal(2),Maneuvering,VMC,"FINDLAY, OH",Accident
9216,Probable Cause,4/9/1999,Non-Fatal,Maneuvering,VMC,"SO.CHARLESTON, WV",Accident
9217,Probable Cause,4/10/1999,Fatal(1),Maneuvering,VMC,"UNIVERSITY PARK, PA",Accident
9218,Probable Cause,4/11/1999,Fatal(1),Landing,VMC,"AKRON, OH",Accident
9219,Probable Cause,4/12/1999,Non-Fatal,Takeoff,VMC,"DODGEVILLE, WI",Accident
9220,Probable Cause,4/13/1999,Non-Fatal,Landing,VMC,"PETROS, TN",Accident
9221,Probable Cause,4/14/1999,Non-Fatal,Takeoff,VMC,"MORTON, WA",Accident
9222,Probable Cause,4/15/1999,Non-Fatal,Cruise,VMC,"NEWPORT, RI",Accident
9223,Probable Cause,4/16/1999,Fatal(1),Approach,VMC,"WOODWORTH, LA",Accident
9224,Probable Cause,4/17/1999,Non-Fatal,Landing,VMC,"HOUSTON, TX",Accident
9225,Probable Cause,4/18/1999,Non-Fatal,Maneuvering,VMC,"FORT WORTH, TX",Accident
9226,Probable Cause,4/19/1999,Fatal(3),Cruise,VMC,"EAU CLAIRE, WI",Accident
9227,Probable Cause,4/20/1999,Non-Fatal,Cruise,IMC,"EVANSVILE, IN",Accident
9228,Probable Cause,4/21/1999,Fatal(2),Maneuvering,IMC,"AKRON, OH",Accident
9229,Probable Cause,4/22/1999,Non-Fatal,Landing,VMC,"FRANKLIN, GA",Accident
9230,Probable Cause,4/23/1999,Non-Fatal,Takeoff,VMC,"BRUNSWICK, ME",Accident
9231,Probable Cause,4/24/1999,Non-Fatal,Descent,VMC,VIEQUES,Accident
9232,Probable Cause,4/25/1999,Non-Fatal,Landing,VMC,"WAUSAU, WI",Accident
9233,Probable Cause,4/26/1999,Non-Fatal,Takeoff,VMC,"CABLE, WI",Accident
9234,Probable Cause,4/27/1999,Non-Fatal,Takeoff,VMC,"OCEAN SPRINGS, MS",Accident
9235,Probable Cause,4/28/1999,Non-Fatal,Landing,VMC,"MOULTONBORO, NH",Accident
9236,Probable Cause,4/29/1999,Non-Fatal,Landing,VMC,"BURLINGTON, CT",Accident
9237,Probable Cause,4/30/1999,Non-Fatal,Landing,VMC,"VAN NUYS, CA",Accident
9238,Probable Cause,5/1/1999,Non-Fatal,Landing,VMC,"AMARILLO, TX",Accident
9239,Probable Cause,5/2/1999,Fatal(2),Cruise,UNK,"WEST JORDAN, UT",Accident
9240,Probable Cause,5/3/1999,Non-Fatal,Takeoff,VMC,"BLOOMINGTON, IL",Accident
9241,Probable Cause,5/4/1999,Non-Fatal,Landing,VMC,"ALEKNAGIK, AK",Accident
9242,Probable Cause,5/5/1999,Non-Fatal,Landing,VMC,"HUTCHINSON, KS",Accident
9243,Probable Cause,5/6/1999,Non-Fatal,Takeoff,VMC,"DETROIT, MI",Accident
9244,Probable Cause,5/7/1999,Non-Fatal,Landing,VMC,"ELY, NV",Accident
9245,Probable Cause,5/8/1999,Non-Fatal,Landing,VMC,"OCEANPORT, NJ",Accident
9246,Probable Cause,5/9/1999,Non-Fatal,Cruise,VMC,"AUGUSTA, ME",Accident
9247,Probable Cause,5/10/1999,Non-Fatal,Takeoff,VMC,"JULIAN, CA",Accident
9248,Probable Cause,5/11/1999,Non-Fatal,Cruise,VMC,"GEORGETOWN, TX",Accident
9249,Probable Cause,5/12/1999,Non-Fatal,Cruise,VMC,"BATESVILLE, TX",Accident
9250,Probable Cause,5/13/1999,Fatal(9),Takeoff,VMC,"PALMYRA, WI",Accident
9251,Probable Cause,5/14/1999,Non-Fatal,Cruise,IMC,"MANAHAWKIN, NJ",Accident
9252,Probable Cause,5/15/1999,Fatal(2),Climb,UNK,"MOUNT VERNON, MO",Accident
9253,Probable Cause,5/16/1999,Non-Fatal,Landing,VMC,"THOUSAND OAKS, CA",Accident
9254,Probable Cause,5/17/1999,Non-Fatal,Go-around,VMC,"DELANO, CA",Accident
9255,Probable Cause,5/18/1999,Non-Fatal,Takeoff,VMC,"OGDEN, UT",Accident
9256,Probable Cause,5/19/1999,Non-Fatal,Landing,VMC,"GRAND HAVEN, MI",Accident
9257,Probable Cause,5/20/1999,Non-Fatal,Landing,VMC,"STONEWALL, AR",Accident
9258,Probable Cause,5/21/1999,Non-Fatal,Landing,VMC,"WEATHERFORD, TX",Accident
9259,Probable Cause,5/22/1999,Non-Fatal,Approach,IMC,"GRANTSBURG, WI",Accident
